,ministre,philippe,goulard,madeleine,melenchon,dave,trapenard,karim,mbemba,amine,fourquet,smith,bras,porcher,hadj,chauvet,thunberg,clain,yidai,madani,beggui,cochet,chirac,rost,remi,bensoussan,juncker,leyen,soral,booba,trump,larrive,pecresse,conte,adhar,raoni,bailey,batho,robert,abbes,salvini,merkel,therou,ndiaye,mohammed,lilla,zemmour,saillard,hanouna,rieu,gazan,nakamura,ruquier,maurice,moix,grasset,lucie,perret,morrissey,timothy,macron,jaouadi,belloubet,mabrouk,thuram,jolivet,monsinay,janadin,menes,ramadan,hassani,samir,patricia,napoleon,rapoport,hamza,cabare,schmitz,hugo,kurdi,khan,ruffin,angot,cesar,vercingetorix,homere,szafran,orban,hortefeux,jadot,dubois,menard,ducros,woessner,obertone,bourdon,laabid,fugit,assidi,trenet,charles,conrad,ressiguier,hidalgo,karwan,buddy,schaefer,aurelien,oualhaci,peyrad,hicham,valette,kevin,ravier,najar,pen,eljay,goulet,boutier,castaner,gourevitch,lemoyne,ghannouchi,amari,yassine,brahim,jambon,kersimon,malka,allah,claude,gbr,frederic,mokeddem,gwendoline,parly,plaza,delon,lambert,vincent,sanchez,obono,jaulges,dufresne,studer,adrien,gayet,azergui,kretinsky,schiappa,serge,metz,diallo,sautarel,may,wauquiez,didier,bellamy,dioubate,sturgeon,bardella,alfonsi,simeoni,etienne,paludan,daniel,destal,ellis,ahmed,dardenne,balkis,obama,ronald,pierrepont,zuckerberg,abdallah,vidard,aziz,toubon,collomb,mitterrand,fromet,cohnbendit,bertoncello,arnaud,lecointre,bukhari,kotarac,toure,ferrari,corbiere,martin,haftar,nicolle,morano,tancrede,lachaud,loiseau,diribarne,apathie,aubry,notredame,attali,benalla,anakwe,tacite,averroes,abascal,moadab,bockcote,france,lagarde,brossat,coquerel,bouteflika,hausalter,dorin,farha,blanquer,dupontaignan,boutoutaou,houellebecq,bastie,mouminy,normand,debuisson,marchand,bugeaud,lamjarred,besson,marechal,huret,matisse,febvre,simonnet,lemonnier,rutte,baudet,emelien,nabi,deck,belattar,erdogan,traore,ramos,elena,nassim,alexandre,francois,grand,benjamin,cindy,asselineau,leschi,legay,kalash,gioia,lafargue,veil,nekkaz,berlioz,messina,ryzhakova,baghdadi,tusk,federbusch,millet,tarrant,battisti,abderrazak,evra,filippi,finkielkraut,wieder,baupin,duflot,plenel,arfi,godechot,levavasseur,ciotti,vanat,sarkozy,fher,amadou,lasfar,lacapelle,garrido,keller,marianne,saleh,gasparotti,kullas,vacaba,clement,hollande,godwin,bourget,albanna,mahmoud,denormandie,loomis,coulibaly,estrosi,thomson,petitcolin,petit,shahinyan,maurel,seba,buisine,rodrigues,jaune,dieudonne,wissal,binoche,bolsonaro,tina,mehdi,blanchard,noel,muselier,daoud,brown,morandini,bilal,stone,verdez,kepel,javid,legrain,chaker,besancenot,giros,quatremer,wagner,samedi,pavlenski,kouachi,medouni,ghosn,bintou,acteviii,griveaux,alimi,ruggia,amelle,ciprian,benzema,valbuena,jeannot,chatelain,delevoye,barres,joly,asrat,bouhafs,grzybowski,preau,keita,stephane,raison,youcef,nunez,jourdain,mucchielli,kriket,ouali,correia,dio,chalencon,weillraynal,harpon,toussaint,lallement,perdriau,odoul,clerc,fontenay,voltaire,laurent,anthony,brice,raguenel,mickael,gonot,chatellier,ikuo,benomar,myriam,campbell,bokassa,kouchner,mesdames,vetrano,bouamama,delphy,haddad,nathalie,rachel,sansal,djetcha,bahman,fofana,august,mossiere,epstein,florent,dounia,penaruiz,alpha,quatennens,lakel,jesus,nancy,tardieu,buccio,bernie,briois,paumard,renan,croizat,retailleau,mathieu,badiou,fontaine,fanon,kalila,saint,wotan,christ,beigbeder,onfray,villiers,hanotin,gerbeau,berrebouh,grosdidier,antonin,castex,sacko,chevalier,eustachebrinio,stern,rittenhouse,kulich,floyd,darmanin,trudeau,legault,loukachenko,poutine,viginum,johansson,quenault,vayia,pernoo,abdeslam,abaaoud,kinzler,malinowski,darrieussecq,peltier,raspail,prophete,alqaradawi,femyso,mahomet,vidino,qutb,khomeini,suleimani,morsi,abdoun,benlatreche,mayerrossignol,maalouf,fegaier,facealinfo,hurmic,meurant,benayoum,limol,volocopter,ventura,leveque,stefanini,laura,adams,cheong,biden,taubira,lang,dolto,yseult,mondoloni,micheline,drucker,youssoupha,sejourne,anzorov,rottner,mbappe,deschamps,barseghian,orlov,nguessan,lafont,turner,boleyn,bertrand,peker,abrial,amraoui,nehammer,gaulle,zemmourzemmourpresident,azoulay,mignot,coulmont,yanis,lisnard,nobili,isis,micheron,cassier,boeri,molina,demougeot,sefrioui,drillon,richard,peyrefitte,moussaoui,henry,general,nessrine,nemesis,bouteldja,tbaili,petronin,dupondmoretti,guinel,diarra,recteur,guillaume,fiad,zemmourbordeaux,montebourg,rizvi,konig,julien,cedric,lefeuvre,gorsky,gurnah,poutou,chnina,sarrot,wespiser,tebboune,roussel,zerouati,akrout,monferme,cherine,lemaire,nasereddine,florian,hambli,manogil,zemmourthinkerview,nantes,clovis,neiman,pulvar,scheidel,moussa,lozes,schwochow,reinette,cgtg,talib,gemenne,dornellas,khemilat,wallen,sandrine,espinat,gendron,yuriy,ribault,kardashian,thomas,koc,shaheen,sylvain,hussein,abdelaziz,fatima,tovo,philp,marteau,drago,madjid,gassama,abayisenga,christina,foucault,ernotte,barberis,sofiane,lacoste,karoui,malory,lorcerie,laferriere,monguillot,tseng,rouillard,evamarree,mestari,delarue,cremieux,belmondo,courty,omsen,lejeune,durupt,guemas,ardern,henriot,valeursactuelles,blasco,boudjellal,empereur,agagboudjahlat,fernand,bonillo,maxime,amrouche,taquet,vedrine,bouzrou,petrella,cahen,albertini,jacobelli,ghlam,jakubowicz,assbague,marjorie,driss,bouhanni,green,farrakhan,pittman,jordana,ghachem,deliveroo,kebbab,gorchane,gorchene,bouziane,bourrette,facebook,shibly,chikhi,benidjer,djouhoud,emmanuel,jacques,attentat,rabiot,regreny,leuridan,gonzalez,astruc,amouroux,hutchinson,lantenois,ledeur,wilhem,leroux,bathily,alashram,ikken,zekri,sentop,demoule,mercuri,nicloux,moitie,senateur,lagasnerie,reveau,achamlane,juliette,ngoss,xvi,bandi,nakache,polydamas,flavien,isabel,ingrid,barkhane,charb,diagouraga,kaloustian,botella,elisabeth,jelloun,professeur,raoult,giovanni,buzyn,mugabe,guterres,amharch,khobzy,dhorasoo,puzenat,sauvajon,damboise,despentes,ouarouss,cropo,urrutikoetxea,kabuga
melenchon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
